filename,label
AcDc_BackInBlack_STEM_01.wav,otros
AcDc_BackInBlack_STEM_02.wav,guitar
AcDc_BackInBlack_STEM_03.wav,bass
AcDc_BackInBlack_STEM_04.wav,guitar
AcDc_BackInBlack_STEM_05.wav,otros
AClassicEducation_NightOwl_STEM_01.wav,bass
AClassicEducation_NightOwl_STEM_02.wav,otros
AClassicEducation_NightOwl_STEM_03.wav,guitar
AClassicEducation_NightOwl_STEM_04.wav,guitar
AClassicEducation_NightOwl_STEM_05.wav,guitar
AClassicEducation_NightOwl_STEM_06.wav,guitar
AClassicEducation_NightOwl_STEM_07.wav,guitar
AClassicEducation_NightOwl_STEM_09.wav,otros
AClassicEducation_NightOwl_STEM_10.wav,otros
AClassicEducation_NightOwl_STEM_11.wav,otros
AClassicEducation_NightOwl_STEM_12.wav,otros
Adele_SomeoneLikeYou_STEM_01.wav,piano
Aerosmith_LoveInAnElevator_STEM_01.wav,otros
Aerosmith_LoveInAnElevator_STEM_02.wav,bass
Aerosmith_LoveInAnElevator_STEM_03.wav,guitar
Aerosmith_LoveInAnElevator_STEM_04.wav,guitar
AHa_TakeOnMe_STEM_01.wav,otros
AHa_TakeOnMe_STEM_03.wav,otros
AHa_TakeOnMe_STEM_04.wav,guitar
AHa_TakeOnMe_STEM_05.wav,otros
AHa_TakeOnMe_STEM_06.wav,otros
AimeeNorwich_Child_STEM_01.wav,otros
AimeeNorwich_Child_STEM_02.wav,bass
AimeeNorwich_Child_STEM_03.wav,guitar
AimeeNorwich_Child_STEM_05.wav,otros
AimeeNorwich_Child_STEM_06.wav,piano
AimeeNorwich_Child_STEM_07.wav,guitar
AimeeNorwich_Flying_STEM_01.wav,otros
AimeeNorwich_Flying_STEM_02.wav,otros
AimeeNorwich_Flying_STEM_03.wav,bass
AimeeNorwich_Flying_STEM_04.wav,guitar
AimeeNorwich_Flying_STEM_05.wav,guitar
AimeeNorwich_Flying_STEM_06.wav,otros
AimeeNorwich_Flying_STEM_07.wav,otros
AimeeNorwich_Flying_STEM_08.wav,otros
AimeeNorwich_Flying_STEM_09.wav,piano
AimeeNorwich_Flying_STEM_10.wav,otros
AimeeNorwich_Flying_STEM_11.wav,otros
AimeeNorwich_Flying_STEM_12.wav,otros
AimeeNorwich_Flying_STEM_13.wav,otros
AimeeNorwich_Flying_STEM_14.wav,otros
AimeeNorwich_Flying_STEM_15.wav,otros
AlanisMorissette_YouOughtaKnow_STEM_01.wav,otros
AlanisMorissette_YouOughtaKnow_STEM_02.wav,bass
AlanisMorissette_YouOughtaKnow_STEM_03.wav,guitar
AlanisMorissette_YouOughtaKnow_STEM_05.wav,guitar
AlexanderRoss_GoodbyeBolero_STEM_01.wav,guitar
AlexanderRoss_GoodbyeBolero_STEM_02.wav,guitar
AlexanderRoss_GoodbyeBolero_STEM_03.wav,guitar
AlexanderRoss_GoodbyeBolero_STEM_04.wav,bass
AlexanderRoss_GoodbyeBolero_STEM_05.wav,otros
AlexanderRoss_GoodbyeBolero_STEM_07.wav,otros
AlexanderRoss_GoodbyeBolero_STEM_08.wav,otros
AlexanderRoss_GoodbyeBolero_STEM_09.wav,otros
AlexanderRoss_VelvetCurtain_STEM_01.wav,guitar
AlexanderRoss_VelvetCurtain_STEM_02.wav,guitar
AlexanderRoss_VelvetCurtain_STEM_03.wav,guitar
AlexanderRoss_VelvetCurtain_STEM_04.wav,bass
AlexanderRoss_VelvetCurtain_STEM_05.wav,otros
AlexanderRoss_VelvetCurtain_STEM_07.wav,otros
AlexanderRoss_VelvetCurtain_STEM_08.wav,otros
AlexanderRoss_VelvetCurtain_STEM_09.wav,otros
AlexanderRoss_VelvetCurtain_STEM_10.wav,guitar
Allegria_MendelssohnMovement1_STEM_01.wav,otros
Allegria_MendelssohnMovement1_STEM_02.wav,otros
Allegria_MendelssohnMovement1_STEM_03.wav,otros
Allegria_MendelssohnMovement1_STEM_04.wav,otros
Allegria_MendelssohnMovement1_STEM_05.wav,otros
AllThatRemains_Chiron_STEM_01.wav,otros
AllThatRemains_Chiron_STEM_02.wav,bass
AllThatRemains_Chiron_STEM_03.wav,guitar
AllThatRemains_Chiron_STEM_05.wav,guitar
AmadeusRedux_MozartAllegro_STEM_01.wav,otros
AmadeusRedux_MozartAllegro_STEM_02.wav,otros
AmadeusRedux_MozartAllegro_STEM_03.wav,otros
AmadeusRedux_MozartAllegro_STEM_04.wav,otros
AmadeusRedux_SchubertMovement2_STEM_01.wav,otros
AmadeusRedux_SchubertMovement2_STEM_02.wav,otros
AmadeusRedux_SchubertMovement2_STEM_03.wav,otros
AmadeusRedux_SchubertMovement2_STEM_04.wav,otros
AmadeusRedux_SchubertMovement3_STEM_01.wav,otros
AmadeusRedux_SchubertMovement3_STEM_02.wav,otros
AmadeusRedux_SchubertMovement3_STEM_03.wav,otros
AmadeusRedux_SchubertMovement3_STEM_04.wav,otros
AmarLal_Rest_STEM_01.wav,guitar
AmarLal_Rest_STEM_02.wav,otros
AmarLal_SpringDay1_STEM_01.wav,guitar
Anberlin_TheFeelGoodDrag_STEM_01.wav,otros
Anberlin_TheFeelGoodDrag_STEM_02.wav,bass
Anberlin_TheFeelGoodDrag_STEM_03.wav,guitar
AnEndlessSporadic_Anything_STEM_01.wav,otros
AnEndlessSporadic_Anything_STEM_02.wav,bass
AnEndlessSporadic_Anything_STEM_03.wav,guitar
AnEndlessSporadic_Anything_STEM_04.wav,guitar
ArcadeFire_BlackMirror_STEM_02.wav,guitar
ArcadeFire_BlackMirror_STEM_03.wav,otros
ArcadeFire_BlackMirror_STEM_04.wav,bass
ArcadeFire_BlackMirror_STEM_05.wav,otros
ArcadeFire_BlackMirror_STEM_07.wav,guitar
ArcticMonkeys_Brainstorm_STEM_01.wav,otros
ArcticMonkeys_Brainstorm_STEM_02.wav,guitar
ArcticMonkeys_Brainstorm_STEM_03.wav,bass
Auctioneer_OurFutureFaces_STEM_01.wav,otros
Auctioneer_OurFutureFaces_STEM_02.wav,bass
Auctioneer_OurFutureFaces_STEM_03.wav,otros
Auctioneer_OurFutureFaces_STEM_04.wav,otros
Auctioneer_OurFutureFaces_STEM_05.wav,guitar
Auctioneer_OurFutureFaces_STEM_06.wav,otros
Auctioneer_OurFutureFaces_STEM_07.wav,otros
Auctioneer_OurFutureFaces_STEM_09.wav,otros
Auctioneer_OurFutureFaces_STEM_10.wav,piano
AvaLuna_Waterduct_STEM_01.wav,bass
AvaLuna_Waterduct_STEM_02.wav,otros
AvaLuna_Waterduct_STEM_03.wav,otros
AvaLuna_Waterduct_STEM_04.wav,otros
AvaLuna_Waterduct_STEM_05.wav,guitar
AvaLuna_Waterduct_STEM_06.wav,otros
AvaLuna_Waterduct_STEM_07.wav,otros
Bach10_01AchGottundHerr_STEM_01.wav,bass
Bach10_01AchGottundHerr_STEM_02.wav,otros
Bach10_01AchGottundHerr_STEM_03.wav,otros
Bach10_01AchGottundHerr_STEM_04.wav,otros
Bach10_02AchLiebenChristen_STEM_01.wav,bass
Bach10_02AchLiebenChristen_STEM_02.wav,otros
Bach10_02AchLiebenChristen_STEM_03.wav,otros
Bach10_02AchLiebenChristen_STEM_04.wav,otros
Bach10_03ChristederdubistTagundLicht_STEM_01.wav,bass
Bach10_03ChristederdubistTagundLicht_STEM_02.wav,otros
Bach10_03ChristederdubistTagundLicht_STEM_03.wav,otros
Bach10_03ChristederdubistTagundLicht_STEM_04.wav,otros
Bach10_04ChristeDuBeistand_STEM_01.wav,bass
Bach10_04ChristeDuBeistand_STEM_02.wav,otros
Bach10_04ChristeDuBeistand_STEM_03.wav,otros
Bach10_04ChristeDuBeistand_STEM_04.wav,otros
Bach10_05DieNacht_STEM_01.wav,bass
Bach10_05DieNacht_STEM_02.wav,otros
Bach10_05DieNacht_STEM_03.wav,otros
Bach10_05DieNacht_STEM_04.wav,otros
Bach10_06DieSonne_STEM_01.wav,bass
Bach10_06DieSonne_STEM_02.wav,otros
Bach10_06DieSonne_STEM_03.wav,otros
Bach10_06DieSonne_STEM_04.wav,otros
Bach10_07HerrGott_STEM_01.wav,bass
Bach10_07HerrGott_STEM_02.wav,otros
Bach10_07HerrGott_STEM_03.wav,otros
Bach10_07HerrGott_STEM_04.wav,otros
Bach10_08FuerDeinenThron_STEM_01.wav,bass
Bach10_08FuerDeinenThron_STEM_02.wav,otros
Bach10_08FuerDeinenThron_STEM_03.wav,otros
Bach10_08FuerDeinenThron_STEM_04.wav,otros
Bach10_09Jesus_STEM_01.wav,bass
Bach10_09Jesus_STEM_02.wav,otros
Bach10_09Jesus_STEM_03.wav,otros
Bach10_09Jesus_STEM_04.wav,otros
Bach10_10NunBitten_STEM_01.wav,bass
Bach10_10NunBitten_STEM_02.wav,otros
Bach10_10NunBitten_STEM_03.wav,otros
Bach10_10NunBitten_STEM_04.wav,otros
BarefootSisters_RedJetta_STEM_01.wav,otros
BarefootSisters_RedJetta_STEM_02.wav,guitar
BarefootSisters_RedJetta_STEM_03.wav,piano
BarefootSisters_RedJetta_STEM_04.wav,otros
BigTroubles_Phantom_STEM_01.wav,bass
BigTroubles_Phantom_STEM_02.wav,otros
BigTroubles_Phantom_STEM_03.wav,guitar
BigTroubles_Phantom_STEM_05.wav,guitar
BigTroubles_Phantom_STEM_07.wav,guitar
BillyIdol_WhiteWedding_STEM_01.wav,otros
BillyIdol_WhiteWedding_STEM_02.wav,bass
BillyIdol_WhiteWedding_STEM_03.wav,guitar
BillyIdol_WhiteWedding_STEM_05.wav,guitar
BillySquier_TheStroke_STEM_01.wav,otros
BillySquier_TheStroke_STEM_02.wav,guitar
BillySquier_TheStroke_STEM_03.wav,bass
BillySquier_TheStroke_STEM_05.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_01.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_02.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_03.wav,guitar
BlackEyedPeas_IGottaFeeling_STEM_04.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_05.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_06.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_07.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_08.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_09.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_10.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_11.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_12.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_13.wav,otros
BlackEyedPeas_IGottaFeeling_STEM_15.wav,otros
BlackSabbath_WarPigs_STEM_01.wav,otros
BlackSabbath_WarPigs_STEM_02.wav,guitar
BlackSabbath_WarPigs_STEM_03.wav,bass
BlackSabbath_WarPigs_STEM_04.wav,otros
Blink182_AllTheSmallThings_STEM_01.wav,otros
Blink182_AllTheSmallThings_STEM_02.wav,bass
Blink182_AllTheSmallThings_STEM_03.wav,guitar
Blondie_OneWayOrAnother_STEM_01.wav,otros
Blondie_OneWayOrAnother_STEM_03.wav,guitar
Blondie_OneWayOrAnother_STEM_04.wav,bass
Blondie_OneWayOrAnother_STEM_05.wav,otros
Blondie_OneWayOrAnother_STEM_06.wav,guitar
BlueOysterCult_DontFearTheReaper_STEM_01.wav,otros
